Date,Close
5/25/2018,55.77
5/28/2018,55.41
5/29/2018,55.86
5/30/2018,56.35
5/31/2018,56.69
6/01/2018,56.75
6/04/2018,56.5
6/05/2018,56.42
6/06/2018,55.47
6/07/2018,54.52
6/08/2018,55.27
6/11/2018,55.5
6/12/2018,55.77
6/13/2018,55.46
6/14/2018,55.61
6/15/2018,55.99
6/18/2018,56.37
6/19/2018,55.99
6/20/2018,57.45
6/21/2018,56.97
6/22/2018,57.01
6/25/2018,57.01
6/26/2018,57.48
6/27/2018,57.77
6/28/2018,57.11
6/29/2018,57.15
7/03/2018,56.81
7/04/2018,56.73
7/05/2018,56.1
7/06/2018,56.6
7/09/2018,56.65
7/10/2018,56.91
7/11/2018,57.58
7/12/2018,58.52
7/13/2018,58.49
7/16/2018,58.75
7/17/2018,58.95
7/18/2018,58.61
7/19/2018,58.84
7/20/2018,58.61
7/23/2018,58.67
7/24/2018,58.13
7/25/2018,57.94
7/26/2018,58.87
7/27/2018,58.6
7/30/2018,58.12
7/31/2018,58.15
8/01/2018,57.43
8/02/2018,57.49
8/03/2018,57.53
8/07/2018,56.89
8/08/2018,57.25
8/09/2018,57.63
8/10/2018,56.72
8/13/2018,56.94
8/14/2018,58.13
8/15/2018,57.7
8/16/2018,58.34
8/17/2018,58.6
8/20/2018,58.2
8/21/2018,58.16
8/22/2018,57.55
8/23/2018,57.84
8/24/2018,57.52
8/27/2018,57.47
8/28/2018,57.31
8/29/2018,57.36
8/30/2018,57.48
8/31/2018,57.07
9/04/2018,56
9/05/2018,58.56
9/06/2018,57.54
9/07/2018,57.32
9/10/2018,57.25
9/11/2018,57.91
9/12/2018,57.48
9/13/2018,57.01
9/14/2018,56.18
9/17/2018,56.43
9/18/2018,57.62
9/19/2018,57.64
9/20/2018,58.02
9/21/2018,57.62
9/24/2018,57.29
9/25/2018,56.38
9/26/2018,56.32
9/27/2018,56.27
9/28/2018,56.1
10/01/2018,55.12
10/02/2018,54.95
10/03/2018,54.7
10/04/2018,54.35
10/05/2018,53.83
10/09/2018,54.04
10/10/2018,53.47
10/11/2018,52.98
10/12/2018,53.71
10/15/2018,53.75
10/16/2018,53.97
10/17/2018,54.31
10/18/2018,54.56
10/19/2018,55.72
10/22/2018,55.29
10/23/2018,55.36
10/24/2018,55.5
10/25/2018,54.92
10/26/2018,54.64
10/29/2018,54.92
10/30/2018,55.44
10/31/2018,55.66
11/01/2018,55.12
11/02/2018,52.1
11/05/2018,54.59
11/06/2018,55.31
11/07/2018,56.81
11/08/2018,57.7
11/09/2018,58.33
11/12/2018,58.88
11/13/2018,58.6
11/14/2018,58.71
11/15/2018,58.87
11/16/2018,58.75
11/19/2018,58.79
11/20/2018,58.55
11/21/2018,60.37
11/22/2018,60.04
11/23/2018,61
11/26/2018,61.02
11/27/2018,61.13
11/28/2018,60.59
11/29/2018,61.33
11/30/2018,61.29
12/03/2018,61.46
12/04/2018,61.25
12/05/2018,62.07
12/06/2018,62.03
12/07/2018,61.01
12/10/2018,62.34
12/11/2018,61.72
12/12/2018,61.79
12/13/2018,62.08
12/14/2018,60.7
12/17/2018,60.94
12/18/2018,61
12/19/2018,61.13
12/20/2018,60.42
12/21/2018,60.69
12/24/2018,60.44
12/27/2018,60.74
12/28/2018,60.6
12/31/2018,61.11
1/02/2019,61.05
1/03/2019,60.67
1/04/2019,60.8
1/07/2019,61.37
1/08/2019,61.85
1/09/2019,62.48
1/10/2019,62.89
1/11/2019,63.86
1/14/2019,64.07
1/15/2019,64.62
1/16/2019,64.18
1/17/2019,64.3
1/18/2019,63.63
1/21/2019,63.7
1/22/2019,63.93
1/23/2019,63.44
1/24/2019,63.27
1/25/2019,63.2
1/28/2019,63.56
1/29/2019,63.41
1/30/2019,63.1
1/31/2019,63.63
2/01/2019,63.96
2/04/2019,64.52
2/05/2019,66.05
2/06/2019,66.57
2/07/2019,66.54
2/08/2019,66.63
2/11/2019,66.36
2/12/2019,66.96
2/13/2019,66.52
2/14/2019,66.85
2/15/2019,66.72
2/19/2019,66.69
2/20/2019,66.54
2/21/2019,65.5
2/22/2019,64.09
2/25/2019,64.95
2/26/2019,65.41
2/27/2019,65.64
2/28/2019,65.54
3/01/2019,64.89
3/04/2019,65.32
3/05/2019,64.77
3/06/2019,64.97
3/07/2019,65.21
3/08/2019,64.78
3/11/2019,64.96
3/12/2019,65
3/13/2019,64.9
3/14/2019,65.01
3/15/2019,65.66
3/18/2019,65.47
3/19/2019,65.13
3/20/2019,64.69
3/21/2019,65.73
3/22/2019,65.63
3/25/2019,65.86
3/26/2019,65.54
3/27/2019,66.03
3/28/2019,66.46
3/29/2019,65.92
4/01/2019,65.96
4/02/2019,66.57
4/03/2019,66.98
4/04/2019,66.87
4/05/2019,66.6
4/08/2019,66.48
4/09/2019,66.5
4/10/2019,66.67
4/11/2019,66.54
4/12/2019,66.4
4/15/2019,66.34
4/16/2019,66.18
4/17/2019,65.85
4/18/2019,66.36
4/22/2019,66.32
4/23/2019,66.06
4/24/2019,64.88
4/25/2019,65.36
4/26/2019,65.12
4/29/2019,65.31
4/30/2019,65.63
5/01/2019,64.34
5/02/2019,65.25
5/03/2019,65.23
5/06/2019,66.03
5/07/2019,67.43
5/08/2019,67.55
5/09/2019,68.37
5/10/2019,67.97
5/13/2019,67.79
5/14/2019,69.11
5/15/2019,69.06
5/16/2019,70.21
5/17/2019,69.97
5/21/2019,69.79
5/22/2019,69.91
5/23/2019,70
5/24/2019,69.96
5/27/2019,70.38
5/28/2019,70.79
5/29/2019,69.58
5/30/2019,69.34
5/31/2019,69.36
6/03/2019,69.43
6/04/2019,69.84
6/05/2019,70.71
6/06/2019,70.65
6/07/2019,70.75
6/10/2019,70.27
6/11/2019,69.95
6/12/2019,70.3
6/13/2019,69.48
6/14/2019,69.42
6/17/2019,70.04
6/18/2019,70.12
6/19/2019,70.29
6/20/2019,69.59
6/21/2019,67.34
6/24/2019,67.2
6/25/2019,67
6/26/2019,66.61
6/27/2019,67.04
6/28/2019,67.05
7/02/2019,66.73
7/03/2019,67.24
7/04/2019,67.15
7/05/2019,67.03
7/08/2019,66.76
7/09/2019,67.05
7/10/2019,67.31
7/11/2019,67.59
7/12/2019,67.08
7/15/2019,67.15
7/16/2019,66.86
7/17/2019,66.91
7/18/2019,66.91
7/19/2019,66.86
7/22/2019,67.19
7/23/2019,67.86
7/24/2019,66.41
7/25/2019,66.8
7/26/2019,68.03
7/29/2019,68.84
7/30/2019,68.31
7/31/2019,68.48
8/01/2019,68.95
8/02/2019,68.81
8/06/2019,68.89
8/07/2019,69.32
8/08/2019,69.76
8/09/2019,70.51
8/12/2019,70.7
8/13/2019,71.24
8/14/2019,70.51
8/15/2019,70.99
8/16/2019,71.98
8/19/2019,72.29
8/20/2019,72.25
8/21/2019,72.2
8/22/2019,71.82
8/23/2019,71
8/26/2019,71.22
8/27/2019,71.61
8/28/2019,71.82
8/29/2019,72.67
8/30/2019,72.87
9/03/2019,73.15
9/04/2019,73.77
9/05/2019,74.25
9/06/2019,74.22
9/09/2019,74.5
9/10/2019,73.94
9/11/2019,72.65
9/12/2019,72.24
9/13/2019,72.44
9/16/2019,71.92
9/17/2019,72.21
9/18/2019,73.19
9/19/2019,73.27
9/20/2019,74.88
9/23/2019,75.05
9/24/2019,75.77
9/25/2019,75.68
9/26/2019,75.06
9/27/2019,74.75
9/30/2019,75.46
10/01/2019,74.81
10/02/2019,74.88
10/03/2019,75.2
10/04/2019,74.85
10/07/2019,75.11
10/08/2019,74.03
10/09/2019,74.15
10/10/2019,73.43
10/11/2019,73.01
10/15/2019,72.6
10/16/2019,71.62
10/17/2019,71.5
10/18/2019,71.22
10/21/2019,71.42
10/22/2019,70.77
10/23/2019,69.85
10/24/2019,69.22
10/25/2019,69.6
10/28/2019,69.8
10/29/2019,69.68
10/30/2019,70.15
10/31/2019,70.24
11/01/2019,69.9
11/04/2019,69.11
11/05/2019,68.97
11/06/2019,69.79
11/07/2019,70.29
11/08/2019,70.6
11/11/2019,70.31
11/12/2019,70.31
11/13/2019,70.86
11/14/2019,69.28
11/15/2019,69.68
11/18/2019,70.19
11/19/2019,70.26
11/20/2019,70.47
11/21/2019,70.74
11/22/2019,70.55
11/25/2019,71.01
11/26/2019,71.6
11/27/2019,71.68
11/28/2019,72.03
11/29/2019,71.6
12/02/2019,71.84
12/03/2019,72.05
12/04/2019,71.55
12/05/2019,71.74
12/06/2019,72.1
12/09/2019,71.96
12/10/2019,71.9
12/11/2019,71.69
12/12/2019,70.22
12/13/2019,69.25
12/16/2019,69.42
12/17/2019,69.3
12/18/2019,68.78
12/19/2019,67.66
12/20/2019,67.9
12/23/2019,67.68
12/24/2019,67.67
12/27/2019,67.78
12/30/2019,67.33
